company_name,salary,year,edu,job_name,pos_count,salary_lower,salary_upper,city
Company 01716,18.0,1-3 years,Bachelor degree,pythonDeveloper Engineer,1,12,24,Shenzhen
Company 01717,17.5,3-5 years,Education not specified,pythonDeveloper Engineer,4,15,20,Shenzhen
Company 01646,14.5,3-5 years,Bachelor degree,pythonDeveloper Engineer,5,11,18,Shenzhen
Company 01685,21.0,3-5 years,Bachelor degree,Senior devopsDeveloper Engineer python,1,14,28,Shenzhen
Company 01685,21.0,1-3 years,Education not specified,Python Developer,1,14,28,Shenzhen
Company 01718,16.5,Experience not required,Bachelor degree,Python Developer,4,13,20,Shenzhen
Company 00013,26.0,3-5 years,Bachelor degree,Python Developer,1,22,30,Shenzhen
Company 01719,17.5,3-5 years,Bachelor degree,pythonDeveloper Engineer,6,15,20,Shenzhen
Company 01641,24.0,1-3 years,Bachelor degree,Python Developer,5,18,30,Shenzhen
Company 01716,23.0,3-5 years,Bachelor degree,Senior pythonDeveloper Engineer,1,16,30,Shenzhen
Company 01720,12.0,1-3 years,Bachelor degree,Backend Developer (java / python),6,8,16,Shenzhen
Company 01721,15.0,1-3 years,Associate degree,Python Developer,4,12,18,Shenzhen
Company 01108,10.5,Experience not required,Bachelor degree,Python Developer,2,8,13,Shenzhen
Company 01722,20.0,3-5 years,Bachelor degree,pythonSenior Developer Engineer,1,15,25,Shenzhen
Company 01686,8.0,1-3 years,Bachelor degree,pythonAutomation Test,4,6,10,Shenzhen
Company 01698,16.0,Experience not required,Bachelor degree,Python Developer,5,12,20,Shenzhen
SmartX,30.0,Experience not required,Education not specified,Python Developer,3,20,40,Shenzhen
Company 01723,18.5,1-3 years,Bachelor degree,pythonBackend Developer Engineer,4,15,22,Shenzhen
Company 01685,22.5,1-3 years,Education not specified,Python Developer,5,15,30,Shenzhen
Company 01713,10.0,Fresh graduate,Bachelor degree,Python Developer,4,8,12,Shenzhen
Company 00685,35.0,5+ years,Bachelor degree,Python Developer,4,30,40,Shenzhen
Company 01720,11.5,1-3 years,Bachelor degree,Python Developer,6,8,15,Shenzhen
Company 01690,26.5,5+ years,Bachelor degree,pythonSenior Developer Engineer,3,18,35,Shenzhen
Ricequant,20.0,3-5 years,Bachelor degree,Senior pythonEngineer pythonDeveloper Backend Developer,3,15,25,Shenzhen
Company 01724,10.5,Less than 1 year,Bachelor degree,pythonDeveloper Engineer,3,8,13,Shenzhen
Company 01659,23.0,5+ years,Bachelor degree,pythonBackend Senior Developer Engineer,3,16,30,Shenzhen
Company 01725,19.5,5+ years,Bachelor degree,pythonDeveloper Engineer,2,15,24,Shenzhen
Company 01726,12.0,1-3 years,Bachelor degree,Python Developer,1,9,15,Shenzhen
Company 01727,45.0,3-5 years,Bachelor degree,Senior Backend Developer Engineer (go/c++/python),2,30,60,Shenzhen
Company 01713,11.5,1-3 years,Bachelor degree,Python Developer,6,9,14,Shenzhen
Company 01706,13.5,Experience not required,Bachelor degree,Backend Engineer (python/c++),1,12,15,Shenzhen
Company 01723,18.5,3-5 years,Bachelor degree,Python Developer,3,15,22,Shenzhen
Company 01728,20.0,1-3 years,Bachelor degree,pythonDeveloper Engineer,1,15,25,Shenzhen
Company 01729,20.0,3-5 years,Bachelor degree,Python Developer,2,15,25,Shenzhen
Ricequant,20.0,3-5 years,Bachelor degree,pythonEngineer pythonDeveloper Backend Engineer,4,15,25,Shenzhen
Company 01730,10.5,1-3 years,Bachelor degree,Python Developer,1,8,13,Shenzhen
Company 01731,45.0,5+ years,Bachelor degree,Python Developer,1,30,60,Shenzhen
Company 01732,22.5,Experience not required,Bachelor degree,python,5,15,30,Shenzhen
Company 01733,20.0,Experience not required,Bachelor degree,Python Developer,4,15,25,Shenzhen
Shopee,15.5,1-3 years,Bachelor degree,pythonData Engineer,1,11,20,Shenzhen
Company 01734,15.0,1-3 years,Bachelor degree,pythonCrawler Engineer,2,10,20,Shenzhen
Company 01735,10.0,1-3 years,Bachelor degree,python,3,8,12,Shenzhen
Company 01736,12.5,1-3 years,Bachelor degree,python,6,10,15,Shenzhen
Company 01737,18.0,1-3 years,Bachelor degree,pythonDeveloper Engineer,2,12,24,Shenzhen
Company 01736,15.5,5+ years,Bachelor degree,pythonBackend Engineer,4,11,20,Shenzhen
Company 01736,22.5,5+ years,Associate degree,Python Developer,5,15,30,Shenzhen
Company 00089,30.0,3-5 years,Bachelor degree,pythonDeveloper Engineer,5,20,40,Shenzhen
Company 01675,37.5,3-5 years,Bachelor degree,pythonSenior Engineer,6,25,50,Shenzhen
Company 01738,12.0,1-3 years,Associate degree,pythonInstructor,3,10,14,Shenzhen
Company 01675,18.0,1-3 years,Bachelor degree,pythonDeveloper Engineer,5,12,24,Shenzhen
Bitpower,15.0,3-5 years,Bachelor degree,Python Developer,5,12,18,Shenzhen
Company 01739,24.0,3-5 years,Bachelor degree,pythonDeveloper Engineer,5,18,30,Shenzhen
Company 00610,20.0,3-5 years,Bachelor degree,pythonDeveloper Engineer,6,15,25,Shenzhen
Company 01740,16.5,1-3 years,Bachelor degree,Python Developer,6,11,22,Shenzhen
Company 01741,16.0,3-5 years,Bachelor degree,pythonDeveloper Engineer,6,12,20,Shenzhen
Company 01674,25.0,3-5 years,Bachelor degree,Python Developer,6,20,30,Shenzhen
Company 01742,7.5,1-3 years,Bachelor degree,pythonJunior Developer Engineer,4,6,9,Shenzhen
Company 01742,20.0,3-5 years,Bachelor degree,pythonSenior Developer Engineer,5,15,25,Shenzhen
Company 01743,8.5,1-3 years,Education not specified,python,1,6,11,Shenzhen
Company 01406,30.0,5+ years,Bachelor degree,Python Developer,1,20,40,Shenzhen
Company 01708,22.5,Experience not required,Bachelor degree,Python Developer,2,15,30,Shenzhen
Company 01744,10.5,3-5 years,Bachelor degree,pythonDeveloper Engineer,3,8,13,Shenzhen
Company 01745,10.5,1-3 years,Bachelor degree,pythonEngineer,1,8,13,Shenzhen
Company 01746,24.0,3-5 years,Bachelor degree,Python Developer,3,18,30,Shenzhen
Company 01747,20.0,3-5 years,Bachelor degree,pythonDeveloper Engineer,3,15,25,Shenzhen
Company 01745,21.0,5+ years,Bachelor degree,Senior pythonEngineer,3,16,26,Shenzhen
Company 01406,27.5,5+ years,Bachelor degree,Python Developer,6,20,35,Shenzhen
Company 01406,16.0,1-3 years,Bachelor degree,Senior pythonDeveloper Engineer,3,12,20,Shenzhen
Company 01748,17.0,1-3 years,Bachelor degree,pythonDeveloper Engineer,3,12,22,Shenzhen
Company 01749,24.0,3-5 years,Bachelor degree,pythonBig Data Engineer,5,18,30,Shenzhen
Company 01681,20.0,1-3 years,Bachelor degree,python,3,14,26,Shenzhen
Company 01749,18.0,Experience not required,Bachelor degree,Python Developer,5,12,24,Shenzhen
Shopee,37.5,3-5 years,Bachelor degree,pythonDeveloper Engineer,4,25,50,Shenzhen
Company 01750,17.5,1-3 years,Bachelor degree,pythonData Engineer,6,15,20,Shenzhen
Company 01725,12.5,1-3 years,Bachelor degree,Python Developer,2,10,15,Shenzhen
Company 01751,12.0,1-3 years,Bachelor degree,pythonDeveloper Engineer,2,8,16,Shenzhen
Company 01752,18.0,5+ years,Bachelor degree,Python Developer,1,12,24,Shenzhen
Company 01753,14.5,3-5 years,Bachelor degree,python (Developer)Algorithm Engineer,4,13,16,Shenzhen
Company 01754,12.5,3-5 years,Bachelor degree,Python Developer,5,10,15,Shenzhen
Company 01755,16.5,3-5 years,Bachelor degree,pythonAI Engineer,6,11,22,Shenzhen
Company 01756,12.5,3-5 years,Bachelor degree,pythonEngineer,3,10,15,Shenzhen
Company 01757,10.0,1-3 years,Bachelor degree,pythonDeveloper Engineer,5,8,12,Shenzhen
Company 01758,17.5,3-5 years,Bachelor degree,pythonDeveloper Engineer,1,15,20,Shenzhen
Company 00610,22.5,Experience not required,Bachelor degree,Python Developer,5,15,30,Shenzhen
Company 01103,25.0,1-3 years,Bachelor degree,Python Developer,5,20,30,Shenzhen
Company 01759,10.5,Experience not required,Bachelor degree,pythonDeveloper Engineer,3,10,11,Shenzhen
Company 01760,8.0,Fresh graduate,Associate degree,pythonDeveloper Engineer,4,6,10,Shenzhen
Company 01761,16.0,3-5 years,Bachelor degree,Senior pythonEngineer,3,12,20,Shenzhen
Company 00610,22.5,5+ years,Bachelor degree,pythonDeveloper Engineer,4,15,30,Shenzhen
Company 01762,20.0,5+ years,Bachelor degree,python,4,15,25,Shenzhen
Company 00775,15.5,3-5 years,Associate degree,pythonEngineer,3,11,20,Shenzhen
AKULAKU,22.5,Less than 1 year,Bachelor degree,Python Developer,4,15,30,Shenzhen
Company 01763,24.0,1-3 years,Bachelor degree,pythonDeveloper Engineer,4,18,30,Shenzhen
Company 01764,20.0,3-5 years,Bachelor degree,Python Developer,1,15,25,Shenzhen
AKULAKU,19.5,1-3 years,Bachelor degree,Python Developer,1,13,26,Shenzhen
Company 01765,20.0,3-5 years,Bachelor degree,python,6,15,25,Shenzhen
Company 01766,12.5,3-5 years,Bachelor degree,pythonDeveloper Engineer,1,10,15,Shenzhen
Company 01767,20.0,3-5 years,Bachelor degree,python,3,15,25,Shenzhen
Company 01768,16.0,1-3 years,Bachelor degree,Crawler /pythonEngineer,4,12,20,Shenzhen
Company 01709,22.5,1-3 years,Bachelor degree,pythonDeveloper Engineer (Operations),6,15,30,Shenzhen
Company 01681,18.0,3-5 years,Bachelor degree,pythonDeveloper Engineer,2,12,24,Shenzhen
Company 01769,6.5,Less than 1 year,Bachelor degree,Python Developer,5,5,8,Shenzhen
Company 01770,9.0,1-3 years,Bachelor degree,pythonDeveloper Engineer,6,7,11,Shenzhen
Company 01771,20.0,5+ years,Bachelor degree,Senior pythonEngineer,3,15,25,Shenzhen
Company 01772,18.5,3-5 years,Bachelor degree,Python Developer,2,15,22,Shenzhen
Company 00610,26.5,5+ years,Bachelor degree,python,5,18,35,Shenzhen
Company 01773,30.0,3-5 years,Associate degree,pythonInstructor,3,20,40,Shenzhen
Company 00610,15.0,1-3 years,Bachelor degree,python,3,10,20,Shenzhen
Company 01774,15.5,3-5 years,Bachelor degree,pythonBackend Developer Engineer,5,11,20,Shenzhen
Company 01775,21.5,1-3 years,Bachelor degree,Python Developer,3,18,25,Shenzhen
Metanotitia Lnc,22.5,3-5 years,Bachelor degree,pythonDeveloper Engineer,3,15,30,Shenzhen
Company 01776,10.5,1-3 years,Bachelor degree,Python Developer,3,9,12,Shenzhen
Company 01777,10.5,1-3 years,Bachelor degree,Python Developer,2,8,13,Shenzhen
Company 01771,20.0,3-5 years,Bachelor degree,pythonDeveloper Engineer,2,15,25,Shenzhen
Company 01778,30.5,3-5 years,Bachelor degree,python,3,30,31,Shenzhen
Company 01687,30.0,5+ years,Bachelor degree,Python Developer,1,25,35,Shenzhen
Company 01771,20.0,5+ years,Bachelor degree,Senior pythonDeveloper Engineer,4,15,25,Shenzhen
Company 01771,22.5,3-5 years,Bachelor degree,Senior pythonEngineer,3,15,30,Shenzhen
Anker,23.0,3-5 years,Bachelor degree,Python Developer,2,16,30,Shenzhen
Company 01779,7.5,Less than 1 year,Education not specified,pythonDeveloper Engineer,2,5,10,Shenzhen
Company 01780,18.5,3-5 years,Bachelor degree,Senior nodejs / python / javaFull-stack Engineer,2,15,22,Shenzhen
Company 01781,17.5,5+ years,Bachelor degree,pythonDeveloper Engineer,6,15,20,Shenzhen
Company 01779,10.5,Less than 1 year,Bachelor degree,pythonSenior Engineer,1,9,12,Shenzhen
Company 01782,20.0,Experience not required,Education not specified,python,5,15,25,Shenzhen
Company 01783,30.0,3-5 years,Bachelor degree,pythonDeveloper Engineer,1,20,40,Shenzhen
Company 01553,15.5,3-5 years,Bachelor degree,Python Developer,6,11,20,Shenzhen
WaymarkTV,10.0,1-3 years,Education not specified,pythonEngineer,6,8,12,Shenzhen
Company 01784,22.5,1-3 years,Associate degree,pythonEngineer,3,15,30,Shenzhen
Company 01641,30.0,3-5 years,Bachelor degree,c++/go/python/nodejsBackend Engineer,5,20,40,Shenzhen
Company 01641,24.0,3-5 years,Bachelor degree,node/pythonSenior Backend Engineer,6,18,30,Shenzhen
Company 01785,7.5,1-3 years,Bachelor degree,python,2,6,9,Shenzhen
Company 01668,12.5,1-3 years,Bachelor degree,Junior pythonEngineer,6,10,15,Shenzhen
Company 00610,17.5,3-5 years,Bachelor degree,Python Developer,6,15,20,Shenzhen
Company 01786,15.0,3-5 years,Bachelor degree,pythonCrawler Engineer,4,10,20,Shenzhen
Company 01787,12.5,1-3 years,Bachelor degree,Python Developer,1,10,15,Shenzhen
Webot,19.0,3-5 years,Bachelor degree,pythonEngineer,4,13,25,Shenzhen
Company 01787,3.0,Fresh graduate,Bachelor degree,Python Developer,2,2,4,Shenzhen
Company 00664,37.5,3-5 years,Bachelor degree,python,1,25,50,Shenzhen
Company 01766,15.0,1-3 years,Bachelor degree,Data Development Engineer (python),2,13,17,Shenzhen
Company 01736,25.0,5+ years,Bachelor degree,Python Developer,3,20,30,Shenzhen
Company 01788,13.5,1-3 years,Bachelor degree,python Backend Mid-level Developer Engineer,6,12,15,Shenzhen
Company 01788,13.5,1-3 years,Bachelor degree,Python Developer,2,12,15,Shenzhen
Company 01788,13.5,1-3 years,Bachelor degree,Python Developer,4,12,15,Shenzhen
Company 01788,20.0,3-5 years,Bachelor degree,Python Developer,2,15,25,Shenzhen
Abeam,10.5,1-3 years,Bachelor degree,pythonDeveloper Engineer,3,8,13,Shenzhen
Company 01736,20.0,3-5 years,Bachelor degree,pythonDeveloper Engineer,4,15,25,Shenzhen
Company 01885,7.0,1-3 years,Bachelor degree,Role 00609,1,6,8,Shenzhen
Company 00089,30.0,3-5 years,Bachelor degree,Data Analyst Engineer,3,20,40,Shenzhen
OPPO,7.5,1-3 years,Associate degree,Data Analyst Assistant,1,5,10,Shenzhen
OPPO,45.0,5+ years,Bachelor degree,Data Analyst Specialist,3,30,60,Shenzhen
Company 01657,10.0,1-3 years,Bachelor degree,Data Analyst Engineer,4,8,12,Shenzhen
Company 01886,17.5,1-3 years,Bachelor degree,Data Analyst,6,15,20,Shenzhen
Company 01824,16.0,3-5 years,Bachelor degree,Data Analyst,4,12,20,Shenzhen
SHEIN,24.0,5+ years,Bachelor degree,Senior Data Analyst (mj001096),6,20,28,Shenzhen
Company 01887,7.0,Experience not required,Bachelor degree,Role 00038,5,5,9,Shenzhen
vivo,40.0,5+ years,Bachelor degree,Role 00008,1,30,50,Shenzhen
Company 01888,7.5,Experience not required,Associate degree,Role 00038,3,6,9,Shenzhen
Company 00057,7.5,1-3 years,Bachelor degree,Role 00610,1,6,9,Shenzhen
OPPO,25.0,3-5 years,Bachelor degree,Role 00008,2,20,30,Shenzhen
vivo,30.0,3-5 years,Bachelor degree,Role 00008,3,20,40,Shenzhen
Company 00163,30.0,5+ years,Bachelor degree,Senior Data Analyst,6,20,40,Shenzhen
OPPO,30.0,3-5 years,Bachelor degree,Role 00049,4,25,35,Shenzhen
Company 00089,7.5,1-3 years,Bachelor degree,Role 00008,3,5,10,Shenzhen
Company 01889,11.5,1-3 years,Bachelor degree,Role 00008,6,10,13,Shenzhen
Company 01646,19.0,5+ years,Bachelor degree,Data Analyst,2,15,23,Shenzhen
Company 01890,20.0,3-5 years,Bachelor degree,Data Analyst,4,15,25,Shenzhen
Company 00089,30.0,5+ years,Bachelor degree,Role 00319,6,20,40,Shenzhen
OPPO,26.5,Experience not required,Bachelor degree,Role 00008,1,18,35,Shenzhen
Company 00089,37.5,3-5 years,Bachelor degree,Role 00611,4,25,50,Shenzhen
OPPO,37.5,5+ years,Bachelor degree,Senior Data Analyst Engineer,2,25,50,Shenzhen
Company 01876,30.0,3-5 years,Bachelor degree,Data Analyst Manager,2,20,40,Shenzhen
Company 01640,16.0,1-3 years,Bachelor degree,Role 00008,3,12,20,Shenzhen
OPPO,37.5,5+ years,Bachelor degree,Data Analyst Specialist,6,25,50,Shenzhen
OPPO,45.0,5+ years,Bachelor degree,Role 00049,1,30,60,Shenzhen
Company 00005,11.0,3-5 years,Bachelor degree,Data Analyst Engineer,2,10,12,Shenzhen
Company 00089,30.0,3-5 years,Bachelor degree,Role 00611,5,20,40,Shenzhen
Company 01891,6.5,Fresh graduate,Bachelor degree,Data Analyst,4,5,8,Shenzhen
OPPO,30.0,3-5 years,Bachelor degree,Role 00049,1,20,40,Shenzhen
vivo,42.5,3-5 years,Bachelor degree,Role 00049,1,40,45,Shenzhen
Company 01892,15.0,3-5 years,Bachelor degree,Role 00008,6,12,18,Shenzhen
vivo,30.0,3-5 years,Bachelor degree,Senior Data Analyst Engineer,5,20,40,Shenzhen
vivo,35.0,3-5 years,Bachelor degree,Role 00612,6,25,45,Shenzhen
Company 00089,30.0,3-5 years,Bachelor degree,Role 00613,5,20,40,Shenzhen
Company 00237,11.5,1-3 years,Bachelor degree,Data Analyst,6,8,15,Shenzhen
Company 01848,37.5,5+ years,Bachelor degree,Role 01584,3,25,50,Shenzhen
vivo,40.0,3-5 years,Bachelor degree,Role 00615,1,30,50,Shenzhen
Company 01771,32.0,Experience not required,Bachelor degree,Role 00008,1,24,40,Shenzhen
Company 01893,9.0,1-3 years,Associate degree,Data Analyst,1,6,12,Shenzhen
Company 01886,10.0,3-5 years,Bachelor degree,Role 00008,5,8,12,Shenzhen
Company 01894,23.0,3-5 years,Bachelor degree,Data Analyst,4,16,30,Shenzhen
Company 01895,16.0,3-5 years,Bachelor degree,Role 00008,4,11,21,Shenzhen
Company 01848,37.5,3-5 years,Bachelor degree,Role 00008,4,25,50,Shenzhen
Company 01896,15.5,3-5 years,Bachelor degree,Role 00008,5,11,20,Shenzhen
Company 01897,8.0,Experience not required,Bachelor degree,Role 00008,6,6,10,Shenzhen
OPPO,30.0,3-5 years,Bachelor degree,Data Analyst Engineer,1,20,40,Shenzhen
vivo,37.5,3-5 years,Bachelor degree,Role 00008,6,25,50,Shenzhen
AKULAKU,27.5,3-5 years,Bachelor degree,Role 00616,3,20,35,Shenzhen
Company 01854,15.5,5+ years,Bachelor degree,Role 00008,4,11,20,Shenzhen
Company 01898,21.0,3-5 years,Bachelor degree,Role 00008,6,16,26,Shenzhen
Company 01771,16.5,5+ years,Associate degree,Role 00008,5,13,20,Shenzhen
Company 01771,12.5,1-3 years,Bachelor degree,Role 00008,1,10,15,Shenzhen
Company 01840,19.5,Experience not required,Bachelor degree,Role 00008,4,14,25,Shenzhen
Company 01899,11.5,1-3 years,Bachelor degree,Data Analyst,3,9,14,Shenzhen
Company 00057,8.0,1-3 years,Bachelor degree,Role 00610,1,6,10,Shenzhen
Company 01886,19.0,1-3 years,Associate degree,Role 00008,1,13,25,Shenzhen
Company 01848,32.5,Experience not required,Education not specified,Role 01585,2,25,40,Shenzhen
Company 00169,9.5,1-3 years,Associate degree,Data Analyst \Data Development Engineer,4,9,10,Shenzhen
Company 01900,22.5,3-5 years,Bachelor degree,Role 00618,2,15,30,Shenzhen
Company 00089,26.5,3-5 years,Bachelor degree,Role 00619,1,18,35,Shenzhen
Company 01901,37.5,5+ years,Bachelor degree,Role 00049,2,25,50,Shenzhen
Company 01724,12.0,1-3 years,Bachelor degree,Role 00008,2,8,16,Shenzhen
Company 00089,45.0,Experience not required,Postgraduate,Role 00620,1,30,60,Shenzhen
Company 01899,12.5,1-3 years,Bachelor degree,Role 00621,2,10,15,Shenzhen
OPPO,30.0,3-5 years,Bachelor degree,Role 00622,4,20,40,Shenzhen
Company 01891,9.5,1-3 years,Bachelor degree,Data Analyst,4,7,12,Shenzhen
Company 00089,40.0,3-5 years,Bachelor degree,Role 00623,4,30,50,Shenzhen
OPPO,8.5,Experience not required,Bachelor degree,Role 00624,2,6,11,Shenzhen
Company 01650,14.0,1-3 years,Bachelor degree,Data Analyst,3,11,17,Shenzhen
vivo,32.5,5+ years,Bachelor degree,Role 00625,6,25,40,Shenzhen
Company 01887,7.0,Experience not required,Bachelor degree,Role 00048,6,5,9,Shenzhen
Company 00089,22.5,3-5 years,Bachelor degree,Role 00626,3,15,30,Shenzhen
AKULAKU,15.5,1-3 years,Bachelor degree,Data Analyst Engineer,3,11,20,Shenzhen
OPPO,27.5,3-5 years,Bachelor degree,Role 00008,6,25,30,Shenzhen
Company 01902,23.0,3-5 years,Bachelor degree,Role 00008,6,18,28,Shenzhen
Company 01669,30.0,3-5 years,Bachelor degree,Role 00008,4,20,40,Shenzhen
Company 01903,12.5,Experience not required,Bachelor degree,Role 00038,1,10,15,Shenzhen
AKULAKU,20.0,3-5 years,Bachelor degree,Role 00008,4,15,25,Shenzhen
Company 01889,10.5,1-3 years,Bachelor degree,Role 00008,3,7,14,Shenzhen
Company 01904,4.5,1-3 years,Associate degree,Role 00627,3,4,5,Shenzhen
Company 00089,40.0,3-5 years,Bachelor degree,Role 00628,4,30,50,Shenzhen
Company 01886,24.0,3-5 years,Bachelor degree,Role 00008,2,18,30,Shenzhen
OPPO,30.0,5+ years,Bachelor degree,Role 00049,3,20,40,Shenzhen
Company 00089,22.5,3-5 years,Bachelor degree,Role 00008,2,15,30,Shenzhen
Company 01666,20.0,5+ years,Postgraduate,Role 00008,2,15,25,Shenzhen
Company 01848,22.5,3-5 years,Bachelor degree,Role 01586,2,15,30,Shenzhen
Company 01905,9.5,Experience not required,Bachelor degree,Role 00038,4,7,12,Shenzhen
Company 01906,9.5,1-3 years,Bachelor degree,Role 00008,6,7,12,Shenzhen
Company 01907,15.0,1-3 years,Associate degree,Role 01587,1,10,20,Shenzhen
Company 01844,20.0,3-5 years,Bachelor degree,Role 00631,4,15,25,Shenzhen
AKULAKU,15.5,Experience not required,Education not specified,Data Analyst Engineer (j10422),4,11,20,Shenzhen
Company 01889,12.5,3-5 years,Bachelor degree,Role 00008,2,10,15,Shenzhen
Company 01528,10.0,1-3 years,Bachelor degree,Role 00008,6,9,11,Shenzhen
Company 01886,20.0,3-5 years,Associate degree,Role 00632,6,15,25,Shenzhen
Company 01819,27.5,3-5 years,Postgraduate,Data Analyst Engineer,5,20,35,Shenzhen
OPPO,30.0,3-5 years,Bachelor degree,Role 00527,4,20,40,Shenzhen
Company 01898,20.0,1-3 years,Bachelor degree,Role 00008,4,15,25,Shenzhen
Company 01908,30.0,3-5 years,Postgraduate,Data Analyst Engineer,2,20,40,Shenzhen
Company 01832,16.0,1-3 years,Bachelor degree,Data Analyst Specialist,5,12,20,Shenzhen
